            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,                     LT,                     RG,                     RR,
**************************************************************************************************************************************************************************************************************************************************************************
$$SOE
2448209.333333333, A.D. 1990-Nov-13 20:00:00.0000,  7.946120623172668E+07,  1.479763025158948E+08,  4.368545800307393E+06, -2.615058987242069E+01,  2.823762729385882E+01,  1.169115371778297E+00,  5.604487664301447E+02,  1.680183132711610E+08,  1.253226244738342E+01,
2448210.333333333, A.D. 1990-Nov-14 20:00:00.0000,  7.719359380596827E+07,  1.504005587562023E+08,  4.469065236764036E+06, -2.633833934418409E+01,  2.787972285531202E+01,  1.158465224584967E+00,  5.640997036637077E+02,  1.691128367184145E+08,  1.280300257050636E+01,
2448211.333333333, A.D. 1990-Nov-15 20:00:00.0000,  7.491017692529079E+07,  1.527939503764045E+08,  4.568696239738651E+06, -2.651704740304733E+01,  2.752309874551819E+01,  1.147804082957503E+00,  5.678275893288657E+02,  1.702304287251152E+08,  1.306587932771035E+01,
2448212.333333333, A.D. 1990-Nov-16 20:00:00.0000,  7.261170183061324E+07,  1.551565948821770E+08,  4.667405251046494E+06, -2.668694261796705E+01,  2.716802489209990E+01,  1.137124478658619E+00,  5.716301130422200E+02,  1.713703966557450E+08,  1.332097828503330E+01,
2448213.333333333, A.D. 1990-Nov-17 20:00:00.0000,  7.029892118216084E+07,  1.574886365607632E+08,  4.765191097080313E+06, -2.684822893239291E+01,  2.681473811817761E+01,  1.126436088143656E+00,  5.755050462730819E+02,  1.725320724136110E+08,  1.356839146969401E+01,
2448214.333333333, A.D. 1990-Nov-18 20:00:00.0000,  6.797256978993942E+07,  1.597902394789808E+08,  4.862053419021189E+06, -2.700111542300261E+01,  2.646345951013859E+01,  1.115748095999203E+00,  5.794501883737682E+02,  1.737147962611350E+08,  1.380822018931659E+01,
2448215.333333333, A.D. 1990-Nov-19 20:00:00.0000,  6.563336421577810E+07,  1.620615861371235E+08,  4.957992630430035E+06, -2.714581525620347E+01,  2.611439474113513E+01,  1.105069197436382E+00,  5.834633691148047E+02,  1.749179175798886E+08,  1.404057407057805E+01,
2448216.333333333, A.D. 1990-Nov-20 20:00:00.0000,  6.328200250961657E+07,  1.643028760325179E+08,  5.053009858272530E+06, -2.728253587164604E+01,  2.576771172371165E+01,  1.094404422695158E+00,  5.875424506275918E+02,  1.761407954529894E+08,  1.426555200548014E+01,
2448217.333333333, A.D. 1990-Nov-21 20:00:00.0000,  6.091916455637720E+07,  1.665143228973223E+08,  5.147106694086462E+06, -2.741151342785955E+01,  2.542363191966249E+01,  1.083767865364248E+00,  5.916853253853106E+02,  1.773827980597921E+08,  1.448331323204685E+01,
2448218.333333333, A.D. 1990-Nov-22 20:00:00.0000,  5.854550991319836E+07,  1.686961586210159E+08,  5.240285876114473E+06, -2.753295892260536E+01,  2.508229446473426E+01,  1.073163608968825E+00,  5.958899317903490E+02,  1.786433073488811E+08,  1.469396939139263E+01,
